"Order ID","product ID",sales,Quantity,Discount,Profit
MX-2013-141446,TEC-AC-10004620,56.2,2,0,15.16
MX-2013-119795,OFF-BI-10000813,165.9,5,0,19.9
MX-2013-119795,OFF-EN-10004470,12.8,2,0,4.96
MX-2013-119795,OFF-PA-10003708,119.04,6,0,1.08
MX-2013-120453,FUR-BO-10003326,494.8,5,0,113.8
MX-2013-120453,OFF-AP-10002625,1111.56,6,0,200.04
MX-2013-120453,TEC-AC-10001948,370.4,10,0,55.4
MX-2013-120453,FUR-BO-10003284,394.2,3,0,90.66
MX-2013-120453,OFF-ST-10004190,14.4,2,0,3.28
MX-2013-148453,OFF-EN-10002396,74.34,3,0,17.82
MX-2013-148453,FUR-CH-10001130,121.58,1,0,15.8
MX-2013-148453,TEC-PH-10002871,346.74,3,0,100.5
MX-2013-148453,TEC-AC-10004434,19.74,1,0,9.66
MX-2014-102351,OFF-EN-10003529,58.3,5,0,15.1
MX-2012-144841,OFF-EN-10004995,129.76,4,0,42.8
MX-2014-118584,OFF-ST-10002499,256.74,3,0,0
MX-2014-133984,OFF-PA-10002237,118.8,9,0,56.88
MX-2014-134306,OFF-BI-10001613,8.6,2,0,3.6
MX-2012-147382,OFF-ST-10002070,142.08,4,0,7.04
MX-2012-147382,OFF-AP-10003625,818.08,4,0,8.16
MX-2012-147382,OFF-LA-10003271,17.76,3,0,0.12
MX-2012-147382,OFF-AP-10003559,723.12,2,0,86.76
MX-2012-147382,OFF-ST-10004432,123.2,7,0,31.92
MX-2014-146101,OFF-EN-10001109,86.7,5,0,35.5
MX-2014-111927,FUR-BO-10003543,398.52,3,0,191.28
MX-2014-107930,OFF-PA-10003513,29.88,2,0,13.44
MX-2014-107930,OFF-AR-10001061,63.48,2,0,30.44
MX-2013-115343,OFF-BI-10001422,113.04,6,0,40.68
MX-2013-115343,FUR-FU-10002007,50.4,3,0,4.02
MX-2014-165435,FUR-BO-10002325,549.52,2,0,109.88
MX-2012-125234,OFF-AP-10004958,2278.32,6,0,751.8
MX-2013-133417,OFF-BI-10004177,58.98,3,0,25.32
MX-2011-133466,TEC-PH-10003254,177.36,4,0,54.96
MX-2011-133466,TEC-AC-10004951,51.96,3,0,18.66
MX-2011-133466,FUR-CH-10003354,360.24,3,0,104.46
MX-2011-133466,OFF-SU-10004711,55.04,2,0,1.64
MX-2014-141068,OFF-LA-10000203,22.2,5,0,9.3
MX-2014-141068,OFF-SU-10003701,44,4,0,3.52
MX-2011-146332,TEC-PH-10002572,226.12,2,0,97.2
MX-2011-146332,TEC-AC-10003044,158,4,0,20.48
MX-2014-148642,OFF-AR-10001072,41.2,5,0,5.7
MX-2014-148642,OFF-BI-10000769,43.7,5,0,12.2
MX-2014-157560,OFF-ST-10001335,188.84,2,0,41.52
MX-2012-100503,OFF-PA-10003475,119.64,6,0,31.08
MX-2012-127565,OFF-LA-10001038,51.8,7,0,0
MX-2011-127089,TEC-AC-10004451,51.08,2,0,14.28
MX-2011-127089,TEC-AC-10002664,110.64,2,0,37.6
MX-2013-131961,OFF-PA-10001091,123.48,7,0,41.86
MX-2012-115259,OFF-AR-10000185,17.64,2,0,0.32
MX-2012-130792,OFF-EN-10001751,77.1,3,0,20.04
MX-2014-159282,FUR-CH-10003941,607.36,2,0,133.6
MX-2014-159282,OFF-EN-10000755,92.4,4,0,45.2
MX-2014-159282,OFF-FA-10002427,26.82,3,0,0.24
MX-2014-169586,OFF-FA-10003929,53.7,5,0,14.4
MX-2013-168781,OFF-ST-10004660,105.12,8,0,8.32
MX-2013-168781,OFF-AR-10001061,126.96,4,0,60.88
MX-2011-102771,OFF-AR-10001271,32.68,2,0,6.2
MX-2012-119249,TEC-PH-10004196,3408,8,0,238.56
MX-2014-155551,FUR-CH-10004338,90.3,3,0,3.6
MX-2012-154249,OFF-SU-10001421,137.44,4,0,35.68
MX-2013-153654,OFF-ST-10004412,64,2,0,3.2
MX-2013-153654,TEC-PH-10003932,333.96,3,0,13.32
MX-2013-145534,OFF-LA-10002334,15.24,2,0,5.92
MX-2013-145534,TEC-PH-10003312,161.1,3,0,66
MX-2013-103527,OFF-PA-10000540,130.56,6,0,31.32
MX-2012-133424,OFF-LA-10004799,18.54,3,0,2.94
MX-2012-133424,OFF-EN-10000761,15.7,1,0,2.98
MX-2012-164210,FUR-CH-10001616,123.24,3,0,33.24
MX-2014-160402,OFF-PA-10002295,98.22,3,0,35.34
MX-2014-160402,OFF-ST-10002522,46.44,3,0,18.54
MX-2014-130666,TEC-AC-10002799,69.18,1,0,21.44
MX-2014-130666,OFF-EN-10002725,65.84,4,0,15.12
MX-2013-160248,FUR-CH-10004338,180.6,6,0,7.2
MX-2013-160248,FUR-BO-10002782,199.28,2,0,89.64
MX-2011-109414,OFF-BI-10001304,116.64,6,0,0
MX-2011-109414,OFF-ST-10001890,32.3,1,0,13.88
MX-2011-109414,OFF-ST-10004185,267.96,7,0,15.96
MX-2014-164112,TEC-MA-10004236,1600.96,8,0,368.16
MX-2014-164112,OFF-AP-10003043,303.3,5,0,42.4
MX-2014-164112,OFF-SU-10004446,53.7,5,0,13.4
MX-2014-139976,OFF-AR-10002677,34.92,3,0,7.32
MX-2014-165568,OFF-LA-10001800,37.9,5,0,2.6
MX-2011-108077,OFF-BI-10004470,15.9,3,0,3.48
MX-2011-108077,OFF-BI-10000719,5.32,2,0,1.8
MX-2011-108077,OFF-ST-10003718,77.16,2,0,34.72
MX-2013-156412,OFF-BI-10001613,8.6,2,0,3.6
MX-2013-156412,OFF-ST-10004412,128,4,0,6.4
MX-2013-156412,OFF-ST-10000496,89.16,6,0,31.2
MX-2011-161116,OFF-BI-10000124,76.68,9,0,34.38
MX-2011-161116,OFF-PA-10002295,65.48,2,0,23.56
MX-2013-152065,OFF-EN-10002855,295.92,9,0,133.02
MX-2013-147242,OFF-FA-10002632,14.76,2,0,3.36
MX-2013-147242,FUR-BO-10004504,225.6,2,0,42.84
MX-2013-147242,TEC-PH-10000931,259.74,3,0,20.76
MX-2011-165232,OFF-BI-10000806,13.44,2,0,2.4
MX-2012-113502,TEC-AC-10004975,75.8,2,0,11.36
MX-2012-113502,FUR-CH-10003706,231.9,5,0,39.4
MX-2014-122574,OFF-FA-10003499,54.48,6,0,10.32
MX-2014-122574,OFF-EN-10002855,328.8,10,0,147.8
MX-2012-136455,OFF-LA-10000990,21.54,3,0,10.5
MX-2012-131870,OFF-EN-10004410,81.9,3,0,32.76
MX-2012-131870,OFF-PA-10004190,18.52,1,0,8.32
MX-2012-131870,TEC-AC-10000376,820.7,5,0,352.9
MX-2012-131870,OFF-BI-10003975,10.16,2,0,4.04
MX-2013-121531,FUR-CH-10004920,394.92,9,0,51.3
MX-2013-121531,TEC-PH-10002647,244,5,0,56.1
MX-2014-131366,OFF-SU-10003474,73.02,3,0,14.58
MX-2014-131366,TEC-PH-10003945,111.22,1,0,1.1
MX-2012-167794,TEC-AC-10001765,228.78,3,0,11.4
MX-2011-137652,FUR-BO-10002300,1369.2,5,0,670.9
MX-2011-137652,FUR-BO-10003326,197.92,2,0,45.52
MX-2011-137652,OFF-ST-10000836,144.56,4,0,12.96
MX-2012-110352,OFF-BI-10003400,32,4,0,5.12
MX-2011-168774,FUR-CH-10002727,172.3,5,0,84.4
MX-2011-139983,OFF-LA-10000692,12.32,2,0,1.44
MX-2013-117688,TEC-AC-10001246,196.1,5,0,41.1
MX-2014-131149,TEC-PH-10001917,262.14,3,0,5.22
MX-2014-118689,OFF-SU-10004780,23.28,1,0,1.86
MX-2014-139367,OFF-AR-10000845,30.24,3,0,11.76
MX-2014-139367,OFF-SU-10001132,52,2,0,16.12
MX-2011-147284,OFF-PA-10002372,99,5,0,13.8
MX-2014-105557,OFF-ST-10003858,457.8,5,0,54.9
MX-2014-105557,OFF-FA-10001684,36.5,5,0,13.5
MX-2013-157672,OFF-BI-10000029,138.08,4,0,45.52
MX-2013-157672,TEC-MA-10004587,1035.3,5,0,352
MX-2014-120334,OFF-AP-10003477,47.36,1,0,0
MX-2014-120334,TEC-PH-10003870,182.24,2,0,21.84
MX-2012-148131,OFF-LA-10000692,12.32,2,0,1.44
MX-2012-148131,TEC-PH-10000169,426.04,1,0,174.66
MX-2013-117254,TEC-AC-10000151,124.5,5,0,37.3
MX-2013-117254,OFF-EN-10000075,66.96,2,0,20.72
MX-2014-114930,FUR-FU-10001142,67.08,2,0,10.04
MX-2014-120215,OFF-BI-10002222,15.28,2,0,1.96
MX-2014-106901,OFF-AR-10004010,243.6,14,0,102.2
MX-2014-106901,OFF-FA-10002084,17.48,2,0,0
MX-2014-106901,FUR-CH-10002555,516,6,0,175.44
MX-2014-106901,FUR-TA-10002433,1773.72,6,0,212.76
MX-2012-159702,OFF-LA-10004370,17.28,3,0,6
MX-2013-161347,OFF-ST-10003164,62.5,5,0,26.8
MX-2012-164777,TEC-PH-10001677,221.4,5,0,48.7
MX-2013-148005,OFF-ST-10004976,987.56,7,0,29.54
MX-2013-116050,OFF-PA-10004386,119.16,6,0,15.48
MX-2013-116050,FUR-CH-10001819,90.76,2,0,38.08
MX-2013-136826,TEC-PH-10003457,870.24,2,0,295.88
MX-2013-136826,OFF-AR-10001812,113.68,7,0,54.46
MX-2013-138219,FUR-FU-10001317,37.82,1,0,7.56
MX-2013-138219,OFF-ST-10002164,424.2,3,0,135.72
MX-2013-165939,OFF-EN-10001939,96.3,5,0,3.8
MX-2011-168914,TEC-AC-10001246,156.88,4,0,32.88
MX-2011-168914,OFF-BI-10000765,3.94,1,0,0.74
MX-2012-133893,OFF-ST-10003729,33.96,3,0,5.76
MX-2012-133893,OFF-BI-10004428,8.86,1,0,1.24
US-2012-110716,OFF-SU-10001476,49.56,3,0,12.84
US-2012-110716,OFF-BI-10000517,33.3,3,0,16.62
MX-2011-157084,OFF-BI-10000325,23.1,3,0,1.38
MX-2011-157084,OFF-EN-10002778,19.2,4,0,4.56
MX-2014-154480,OFF-SU-10000926,92.4,3,0,34.14
MX-2014-132507,OFF-LA-10000236,35.44,4,0,0
MX-2014-132507,OFF-ST-10001890,96.9,3,0,41.64
MX-2011-158680,FUR-FU-10000850,66.88,2,0,32.76
MX-2014-131730,OFF-PA-10003513,29.88,2,0,13.44
MX-2012-123358,FUR-BO-10004472,485,2,0,242.48
MX-2012-123358,TEC-PH-10004597,91.1,1,0,4.54
MX-2013-160115,OFF-AR-10003989,51.66,3,0,22.68
MX-2012-145128,OFF-LA-10001294,32.5,5,0,13.6
MX-2011-146024,TEC-PH-10004048,336.36,3,0,36.96
MX-2014-119424,OFF-BI-10000827,41.36,4,0,11.12
MX-2014-147354,OFF-PA-10001878,157,5,0,18.8
MX-2014-147354,TEC-PH-10002708,246.3,3,0,39.36
MX-2013-123463,OFF-EN-10002559,20.8,4,0,7.84
MX-2013-123463,OFF-EN-10000084,98.5,5,0,49.2
MX-2013-123463,OFF-ST-10003858,183.12,2,0,21.96
MX-2013-123463,OFF-PA-10004190,74.08,4,0,33.28
MX-2013-123463,OFF-BI-10004969,140.24,4,0,65.84
MX-2013-123463,FUR-CH-10002780,1869.72,6,0,205.56
MX-2013-123463,OFF-AR-10000019,25.24,2,0,10.32
MX-2012-133732,OFF-FA-10002286,19.88,2,0,9.72
MX-2012-129224,OFF-ST-10003409,358.96,4,0,104.08
MX-2013-160997,OFF-FA-10000470,14.6,2,0,5.68
MX-2013-160997,OFF-EN-10000139,78.3,5,0,13.3
MX-2013-160997,OFF-LA-10000203,8.88,2,0,3.72
MX-2011-151498,FUR-CH-10003697,78.44,2,0,8.6
MX-2011-109365,TEC-AC-10001076,47.7,1,0,21.94
MX-2012-167122,FUR-CH-10002547,183.42,3,0,20.16
MX-2013-142118,FUR-FU-10004015,63.04,2,0,22.68
MX-2013-142118,OFF-AR-10002824,70.48,4,0,17.6
MX-2012-122329,TEC-PH-10002102,202.56,4,0,95.2
MX-2012-122329,OFF-EN-10002710,102.72,3,0,8.16
MX-2012-122329,TEC-AC-10001311,163.38,3,0,75.12
MX-2012-118080,FUR-FU-10003297,144.68,2,0,13
MX-2012-118080,OFF-ST-10002781,687.36,8,0,261.12
MX-2014-157798,OFF-EN-10004560,22.6,2,0,7.44
MX-2014-157798,OFF-BI-10003373,163.2,5,0,45.6
MX-2014-157798,OFF-EN-10004057,82.7,5,0,1.6
MX-2011-128699,FUR-BO-10001946,332.28,3,0,3.3
MX-2012-151911,OFF-LA-10002258,4.52,1,0,1.12
MX-2013-144141,FUR-FU-10000140,308.34,9,0,89.28
MX-2013-144141,TEC-AC-10001055,152.88,4,0,0
MX-2013-144141,OFF-ST-10000650,48.9,3,0,18.06
MX-2013-168858,FUR-BO-10003631,198.64,2,0,51.64
MX-2014-100090,OFF-ST-10004532,447.2,5,0,147.5
MX-2014-118766,OFF-FA-10001029,74.16,9,0,3.6
MX-2014-118766,FUR-FU-10002696,679.68,9,0,190.26
MX-2013-149916,TEC-AC-10002013,481.52,13,0,100.88
MX-2013-149916,OFF-BI-10003883,50.5,5,0,15.1
MX-2013-149916,OFF-ST-10002343,161.6,5,0,71.1
MX-2012-154179,FUR-BO-10001476,100.54,1,0,18.08
MX-2012-154179,FUR-CH-10003107,347.88,3,0,97.38
MX-2012-154179,TEC-AC-10001221,341.6,5,0,88.8
MX-2012-154179,FUR-FU-10001161,173.2,5,0,71
MX-2012-154179,OFF-FA-10000801,18.6,2,0,6.12
MX-2012-154179,OFF-AP-10004191,1324.88,4,0,423.92
MX-2013-141852,OFF-BI-10004654,60.9,3,0,15.78
MX-2013-124898,OFF-PA-10000863,40.8,4,0,0
MX-2011-154116,OFF-SU-10001368,22.26,3,0,9.3
MX-2013-154228,OFF-EN-10001861,81.96,6,0,31.92
US-2014-139941,OFF-BI-10003883,60.6,6,0,18.12
US-2014-139941,OFF-AR-10002650,15.68,1,0,7.04
US-2014-139941,TEC-AC-10000890,345.28,2,0,117.36
US-2014-139941,TEC-AC-10004434,59.22,3,0,28.98
MX-2011-132815,OFF-BI-10000501,20.44,2,0,2.44
MX-2014-101378,TEC-PH-10003636,84.06,1,0,18.48
MX-2014-101378,FUR-FU-10003408,44.34,3,0,10.62
MX-2014-101378,TEC-MA-10000124,231.44,2,0,39.32
MX-2013-130785,OFF-LA-10002183,34.3,5,0,4.8
MX-2012-131569,OFF-FA-10002991,17.52,2,0,3.84
MX-2012-100461,TEC-PH-10004970,148.8,3,0,35.7
MX-2014-147655,TEC-AC-10003615,343.8,2,0,106.56
MX-2014-147655,TEC-AC-10002308,225.24,3,0,58.56
MX-2012-106740,OFF-SU-10001831,47.22,3,0,22.62
MX-2013-121153,OFF-AR-10003829,102.9,7,0,27.72
MX-2011-158204,OFF-AR-10003077,36.84,2,0,12.88
MX-2011-158204,FUR-FU-10003297,506.38,7,0,45.5
MX-2011-158204,FUR-BO-10000567,2325.28,8,0,511.52
MX-2011-158204,OFF-ST-10002362,193.8,6,0,73.56
MX-2011-158204,OFF-AP-10001402,137.22,3,0,64.44
MX-2011-158204,OFF-BI-10001598,3.18,1,0,1.42
MX-2011-158204,OFF-EN-10004909,53.84,4,0,24.16
MX-2011-158204,OFF-LA-10002673,4.5,1,0,2.16
MX-2014-129525,OFF-ST-10004296,80,5,0,34.4
MX-2012-127166,OFF-AR-10004772,40.26,3,0,8.04
MX-2014-103002,OFF-ST-10003997,183.72,2,0,75.32
MX-2014-125164,OFF-LA-10004312,5.76,1,0,0
MX-2014-125164,OFF-EN-10004410,245.7,9,0,98.28
MX-2014-125164,OFF-SU-10004658,40,2,0,9.6
MX-2014-125164,OFF-AR-10001752,23.88,3,0,1.38
MX-2014-125164,OFF-ST-10002362,32.3,1,0,12.26
MX-2014-162306,OFF-PA-10002927,130.44,6,0,28.68
MX-2011-149258,OFF-LA-10002068,36.3,5,0,11.9
MX-2014-134733,OFF-AR-10002583,129.22,7,0,10.22
MX-2014-124016,OFF-SU-10002323,92.82,3,0,0
MX-2012-128167,FUR-BO-10000502,292.34,1,0,46.76
MX-2012-128167,TEC-PH-10003254,44.34,1,0,13.74
MX-2012-128167,OFF-FA-10002286,19.88,2,0,9.72
MX-2013-115805,OFF-AP-10000407,704.92,2,0,190.32
MX-2013-156062,OFF-BI-10004654,81.2,4,0,21.04
MX-2011-147718,OFF-SU-10002466,129.68,4,0,18.08
MX-2011-147718,OFF-SU-10002215,18.4,2,0,5.32
MX-2011-147718,OFF-ST-10002371,660.8,7,0,6.58
MX-2011-147718,OFF-PA-10003718,26.88,3,0,12.06
MX-2014-129154,OFF-SU-10001851,9.52,1,0,2.94
MX-2013-156447,TEC-PH-10003560,369.84,3,0,25.86
MX-2013-156447,OFF-PA-10001178,132.58,7,0,56.98
US-2012-111689,OFF-ST-10002538,94.72,1,0,37.88
MX-2014-102708,FUR-CH-10003485,221.2,2,0,59.72
MX-2012-148404,OFF-ST-10004381,795.6,6,0,190.92
MX-2012-148404,FUR-FU-10004915,142.56,2,0,1.4
MX-2014-120579,OFF-AP-10003287,3044.8,8,0,91.2
MX-2014-120579,OFF-FA-10003605,48.4,5,0,6.7
MX-2014-124674,OFF-ST-10001991,221.62,7,0,97.44
MX-2014-159555,OFF-EN-10002896,26,2,0,6.24
MX-2014-159555,OFF-PA-10003718,26.88,3,0,12.06
MX-2014-141740,FUR-CH-10003354,840.56,7,0,243.74
MX-2014-141740,FUR-FU-10000885,14.82,1,0,2.8
MX-2014-153689,OFF-FA-10003929,107.4,10,0,28.8
MX-2014-130995,OFF-SU-10004662,29.28,1,0,11.4
MX-2012-169229,OFF-BI-10002455,105.4,5,0,15.8
MX-2013-152709,OFF-LA-10000560,23.2,4,0,7.6
MX-2013-163797,FUR-CH-10002882,170.96,4,0,70.08
MX-2013-163797,OFF-FA-10001427,74.72,8,0,3.68
MX-2012-148180,OFF-EN-10003529,34.98,3,0,9.06
MX-2012-109827,OFF-BI-10003022,57.6,3,0,17.28
MX-2012-109827,FUR-FU-10000585,25.4,2,0,0.48
MX-2013-161067,OFF-ST-10002902,963.2,7,0,423.78
MX-2012-118171,OFF-AP-10003956,167.28,3,0,10.02
MX-2012-118171,TEC-AC-10003159,513.12,3,0,112.86
MX-2014-108042,OFF-BI-10001895,239.96,7,0,91.14
MX-2014-108042,OFF-BI-10004195,30.3,3,0,2.1
MX-2013-107167,OFF-LA-10002015,4.32,1,0,2.06
MX-2013-151568,TEC-AC-10004451,127.7,5,0,35.7
MX-2013-151568,OFF-FA-10000455,8.64,1,0,3.18
MX-2013-151568,TEC-PH-10002815,2120.8,5,0,275.7
US-2011-121860,OFF-FA-10004449,80.36,7,0,3.08
MX-2013-105228,OFF-LA-10000598,10.76,2,0,4.16
MX-2013-117016,OFF-ST-10002251,151.76,4,0,75.84
MX-2013-117016,OFF-AR-10003816,33.72,3,0,9.06
MX-2014-161487,TEC-AC-10004043,155.7,5,0,62.2
MX-2012-143826,OFF-ST-10004638,169.28,2,0,59.24
MX-2013-118885,OFF-FA-10002163,18.64,2,0,2.76
MX-2013-118885,OFF-EN-10003560,16.72,2,0,1.48
MX-2013-118885,OFF-SU-10000164,115.5,5,0,50.8
MX-2012-104458,OFF-PA-10002473,113.2,5,0,12.4
MX-2012-104458,OFF-ST-10004930,108.48,3,0,21.66
MX-2012-104458,TEC-PH-10002392,185.8,2,0,79.88
MX-2014-141201,OFF-PA-10002328,45.5,5,0,2.7
MX-2013-134187,OFF-BI-10002455,105.4,5,0,15.8
MX-2013-134187,OFF-BI-10001504,100.68,3,0,14.04
MX-2013-134187,TEC-AC-10004451,127.7,5,0,35.7
MX-2011-112130,OFF-PA-10001283,22.24,2,0,9.32
MX-2012-151673,FUR-FU-10004339,293.44,4,0,67.44
MX-2014-151134,OFF-EN-10004935,43.5,5,0,10.8
MX-2014-151134,FUR-FU-10004339,146.72,2,0,33.72
MX-2014-151134,OFF-FA-10000455,8.64,1,0,3.18
MX-2014-151134,FUR-BO-10002782,398.56,4,0,179.28
MX-2014-129763,FUR-FU-10001480,330.22,11,0,108.9
MX-2013-158337,TEC-PH-10002892,252,3,0,73.08
MX-2013-158337,OFF-EN-10004580,101.94,3,0,9.12
MX-2013-150287,OFF-FA-10003464,31.14,3,0,13.98
MX-2013-150287,OFF-BI-10004388,12.24,3,0,5.22
MX-2013-119095,OFF-SU-10001891,24.44,2,0,6.84
MX-2014-121727,OFF-EN-10000532,19.02,3,0,9.12
MX-2013-123799,OFF-SU-10003236,30.88,2,0,4
MX-2013-123799,OFF-AR-10001423,113.76,3,0,14.76
MX-2013-126767,OFF-FA-10000713,37.32,3,0,4.8
MX-2014-108406,OFF-PA-10000781,49.44,3,0,19.74
MX-2012-121335,OFF-PA-10003513,89.64,6,0,40.32
MX-2012-121335,FUR-FU-10000850,100.32,3,0,49.14
US-2012-139990,OFF-AR-10001812,64.96,4,0,31.12
US-2012-139990,OFF-EN-10003661,5.54,1,0,2.32
MX-2011-115826,TEC-AC-10001754,224.82,3,0,92.16
MX-2011-115826,OFF-BI-10001504,33.56,1,0,4.68
MX-2012-100293,FUR-CH-10004783,150.24,4,0,20.96
MX-2012-100293,TEC-AC-10000957,551.36,8,0,148.8
MX-2011-122434,OFF-LA-10003820,48.16,7,0,11.06
MX-2011-122434,OFF-SU-10003629,93.1,5,0,17.6
MX-2013-128468,OFF-BI-10000423,40.64,2,0,4.44
MX-2013-109631,OFF-AR-10004348,65.16,2,0,7.16
MX-2014-105858,TEC-MA-10002952,230.22,9,0,62.1
MX-2014-133830,OFF-SU-10002816,86.94,3,0,33.9
MX-2014-133830,OFF-FA-10001237,74.56,8,0,32.8
